Pelicula;F.Alquiler;F.Devolucion;Cliente;Empleado
BEAUTY GREASE;08/07/2005 22:46:23;16/07/2005 17:19:23;BERNARD COLBY;Mike Hillyer
DURHAM PANKY;08/07/2005 22:57:10;11/07/2005 1:26:10;ALFREDO MCADAMS;Jon Stephens
MURDER ANTITRUST;08/07/2005 22:58:21;16/07/2005 18:58:21;CYNTHIA YOUNG;Mike Hillyer
TIGHTS DAWN;08/07/2005 23:18:48;09/07/2005 23:13:48;DANNY ISOM;Mike Hillyer
ISHTAR ROCKETEER;08/07/2005 23:27:16;18/07/2005 2:01:16;EDDIE TOMLIN;Mike Hillyer
DINOSAUR SECRETARY;08/07/2005 23:46:38;09/07/2005 22:19:38;JON WILES;Jon Stephens
CANDLES GRAPES;08/07/2005 23:46:57;15/07/2005 18:47:57;EDWIN BURK;Mike Hillyer
VOYAGE LEGALLY;08/07/2005 23:47:25;14/07/2005 3:35:25;KIM CRUZ;Mike Hillyer
PANKY SUBMARINE;08/07/2005 23:54:29;16/07/2005 22:47:29;ROBIN HAYES;Mike Hillyer
LOVE SUICIDES;08/07/2005 23:56:09;16/07/2005 19:15:09;GENE SANBORN;Mike Hillyer
DOGMA FAMILY;09/07/2005 0:00:36;13/07/2005 21:03:36;ALICIA MILLS;Mike Hillyer
REUNION WITCHES;09/07/2005 0:15:50;10/07/2005 0:34:50;SALVADOR TEEL;Jon Stephens
MINDS TRUMAN;09/07/2005 0:26:59;14/07/2005 19:42:59;ROBIN HAYES;Mike Hillyer
DESERT POSEIDON;09/07/2005 0:45:41;14/07/2005 3:32:41;OLGA JIMENEZ;Jon Stephens
RESURRECTION SILVERADO;09/07/2005 0:48:49;10/07/2005 6:36:49;VIRGINIA GREEN;Jon Stephens
MARRIED GO;09/07/2005 0:54:13;09/07/2005 21:02:13;MARIAN MENDOZA;Mike Hillyer
HALF OUTFIELD;09/07/2005 1:12:57;17/07/2005 0:12:57;ALMA AUSTIN;Mike Hillyer
HUNGER ROOF;09/07/2005 1:17:04;16/07/2005 3:25:04;AMANDA CARTER;Jon Stephens
LIES TREATMENT;09/07/2005 1:17:08;15/07/2005 21:53:08;RAY HOULE;Mike Hillyer
RUSH GOODFELLAS;09/07/2005 1:19:03;10/07/2005 4:28:03;DAVE GARDINER;Jon Stephens
PIANIST OUTFIELD;09/07/2005 1:26:22;12/07/2005 20:48:22;GERTRUDE CASTILLO;Mike Hillyer
BUBBLE GROSSE;09/07/2005 1:44:40;11/07/2005 0:58:40;DORA MEDINA;Jon Stephens
PANTHER REDS;09/07/2005 2:25:12;12/07/2005 3:15:12;GREGORY MAULDIN;Mike Hillyer
APACHE DIVINE;09/07/2005 2:28:24;12/07/2005 4:43:24;LOIS BUTLER;Jon Stephens
DEER VIRGINIAN;09/07/2005 2:32:34;13/07/2005 4:39:34;DARRELL POWER;Jon Stephens
TWISTED PIRATES;09/07/2005 2:36:37;14/07/2005 3:09:37;MARK RINEHART;Jon Stephens
GHOSTBUSTERS ELF;09/07/2005 3:30:25;11/07/2005 2:32:25;JOANNE ROBERTSON;Jon Stephens
TIMBERLAND SKY;09/07/2005 3:57:53;16/07/2005 8:22:53;ANNE POWELL;Jon Stephens
SWEDEN SHINING;09/07/2005 4:01:02;18/07/2005 5:16:02;JUANITA MASON;Jon Stephens
SUMMER SCARFACE;09/07/2005 4:28:01;15/07/2005 22:57:01;EARL SHANKS;Mike Hillyer
GORGEOUS BINGO;09/07/2005 4:48:50;12/07/2005 22:54:50;ERICA MATTHEWS;Jon Stephens
OTHERS SOUP;09/07/2005 4:53:18;13/07/2005 9:21:18;DOROTHY TAYLOR;Mike Hillyer
FANTASY TROOPERS;09/07/2005 5:06:24;12/07/2005 4:37:24;NANCY THOMAS;Mike Hillyer
CIDER DESIRE;09/07/2005 5:18:01;17/07/2005 10:39:01;JULIAN VEST;Jon Stephens
CHARIOTS CONSPIRACY;09/07/2005 5:23:55;11/07/2005 5:56:55;MAXINE SILVA;Jon Stephens
PHILADELPHIA WIFE;09/07/2005 5:40:04;16/07/2005 7:51:04;MATHEW BOLIN;Mike Hillyer
SMOOCHY CONTROL;09/07/2005 5:44:28;10/07/2005 2:25:28;JOHNNY TURPIN;Jon Stephens
RIGHT CRANES;09/07/2005 5:45:16;15/07/2005 0:41:16;ALEX GRESHAM;Jon Stephens
BROOKLYN DESERT;09/07/2005 5:45:40;15/07/2005 5:31:40;VIOLET RODRIQUEZ;Mike Hillyer
GRAPES FURY;09/07/2005 5:48:22;11/07/2005 6:50:22;RAMONA HALE;Jon Stephens
PULP BEVERLY;09/07/2005 6:16:03;10/07/2005 10:21:03;PEGGY MYERS;Mike Hillyer
TYCOON GATHERING;09/07/2005 6:44:30;17/07/2005 4:24:30;MELISSA KING;Mike Hillyer
LIAISONS SWEET;09/07/2005 6:48:49;14/07/2005 1:17:49;CRYSTAL FORD;Mike Hillyer
ATLANTIS CAUSE;09/07/2005 6:57:25;12/07/2005 5:39:25;JEANNE LAWSON;Jon Stephens
KARATE MOON;09/07/2005 7:11:22;15/07/2005 8:44:22;LUCY WHEELER;Mike Hillyer
RECORDS ZORRO;09/07/2005 7:29:45;13/07/2005 5:56:45;PHYLLIS FOSTER;Mike Hillyer
PARK CITIZEN;09/07/2005 7:53:22;16/07/2005 4:50:22;TED BREAUX;Jon Stephens
DARKO DORADO;09/07/2005 8:04:59;11/07/2005 8:28:59;WILLIAM SATTERFIELD;Jon Stephens
SPLENDOR PATTON;09/07/2005 8:07:07;18/07/2005 10:17:07;ALMA AUSTIN;Mike Hillyer
DEER VIRGINIAN;09/07/2005 8:46:54;14/07/2005 4:13:54;HARVEY GUAJARDO;Mike Hillyer
CHARIOTS CONSPIRACY;09/07/2005 8:52:12;12/07/2005 4:32:12;DARRELL POWER;Jon Stephens
SATISFACTION CONFIDENTIAL;09/07/2005 8:55:52;10/07/2005 4:32:52;GINA WILLIAMSON;Mike Hillyer
DUCK RACER;09/07/2005 9:03:14;14/07/2005 4:20:14;CHESTER BENNER;Mike Hillyer
MUSCLE BRIGHT;09/07/2005 9:15:48;16/07/2005 6:04:48;ERIKA PENA;Mike Hillyer
TITANIC BOONDOCK;09/07/2005 9:20:01;11/07/2005 14:42:01;JACOB LANCE;Mike Hillyer
IMPOSSIBLE PREJUDICE;09/07/2005 9:26:55;10/07/2005 10:34:55;BILLY POULIN;Mike Hillyer
GOLDFINGER SENSIBILITY;09/07/2005 9:43:21;13/07/2005 7:29:21;TOM MILNER;Mike Hillyer
GREEK EVERYONE;09/07/2005 9:59:52;18/07/2005 13:01:52;SALLY PIERCE;Jon Stephens
INSECTS STONE;09/07/2005 10:26:48;10/07/2005 15:52:48;SALLY PIERCE;Jon Stephens
INVASION CYCLONE;09/07/2005 10:28:18;12/07/2005 12:18:18;CLYDE TOBIAS;Mike Hillyer
SPOILERS HELLFIGHTERS;09/07/2005 10:31:34;15/07/2005 8:50:34;CARLA GUTIERREZ;Jon Stephens
KANE EXORCIST;09/07/2005 10:43:34;13/07/2005 12:10:34;FERNANDO CHURCHILL;Jon Stephens
BADMAN DAWN;09/07/2005 10:49:10;13/07/2005 4:52:10;PEGGY MYERS;Mike Hillyer
ARACHNOPHOBIA ROLLERCOASTER;09/07/2005 10:56:37;13/07/2005 5:45:37;RACHEL BARNES;Mike Hillyer
CINCINATTI WHISPERER;09/07/2005 11:11:01;17/07/2005 7:23:01;BRAD MCCURDY;Jon Stephens
SAVANNAH TOWN;09/07/2005 11:15:44;17/07/2005 6:00:44;CHERYL MURPHY;Mike Hillyer
STRICTLY SCARFACE;09/07/2005 11:57:55;15/07/2005 9:43:55;TONYA CHAPMAN;Jon Stephens
WINDOW SIDE;09/07/2005 12:30:18;14/07/2005 15:31:18;STEVE MACKENZIE;Jon Stephens
SMILE EARRING;09/07/2005 12:30:23;13/07/2005 8:41:23;ALICE STEWART;Mike Hillyer
ROBBERY BRIGHT;09/07/2005 12:35:08;14/07/2005 14:55:08;ANNETTE OLSON;Mike Hillyer
TRIP NEWTON;09/07/2005 12:44:47;17/07/2005 10:02:47;ANTONIO MEEK;Mike Hillyer
DISCIPLE MOTHER;09/07/2005 12:54:25;18/07/2005 16:28:25;THELMA MURRAY;Mike Hillyer
TIES HUNGER;09/07/2005 13:19:14;11/07/2005 14:32:14;GEORGE LINTON;Mike Hillyer
CRAFT OUTFIELD;09/07/2005 13:20:25;18/07/2005 7:38:25;NANCY THOMAS;Mike Hillyer
ANALYZE HOOSIERS;09/07/2005 13:22:08;16/07/2005 9:25:08;SERGIO STANFIELD;Mike Hillyer
SECRET GROUNDHOG;09/07/2005 13:25:18;13/07/2005 18:38:18;BRANDY GRAVES;Mike Hillyer
MAUDE MOD;09/07/2005 13:40:44;14/07/2005 9:41:44;GREGORY MAULDIN;Mike Hillyer
CHICKEN HELLFIGHTERS;09/07/2005 13:50:11;13/07/2005 9:07:11;HILDA HOPKINS;Mike Hillyer
WEDDING APOLLO;09/07/2005 13:51:08;17/07/2005 13:58:08;DONALD MAHON;Jon Stephens
BEETHOVEN EXORCIST;09/07/2005 13:56:43;10/07/2005 14:26:43;MISTY LAMBERT;Jon Stephens
DONNIE ALLEY;09/07/2005 14:22:43;12/07/2005 8:27:43;SHERRY MARSHALL;Mike Hillyer
FREAKY POCUS;09/07/2005 14:23:46;13/07/2005 15:04:46;MARJORIE TUCKER;Mike Hillyer
CLOSER BANG;09/07/2005 14:34:18;13/07/2005 12:56:18;DORA MEDINA;Jon Stephens
MALKOVICH PET;09/07/2005 14:35:13;12/07/2005 14:24:13;ROLAND SOUTH;Jon Stephens
PULP BEVERLY;09/07/2005 15:16:54;11/07/2005 15:21:54;JOAN COOPER;Mike Hillyer
NOVOCAINE FLIGHT;09/07/2005 15:17:23;11/07/2005 11:23:23;LONNIE TIRADO;Jon Stephens
WATERFRONT DELIVERANCE;09/07/2005 15:48:06;14/07/2005 19:29:06;ALICE STEWART;Mike Hillyer
JEEPERS WEDDING;09/07/2005 15:56:45;15/07/2005 19:02:45;RODNEY MOELLER;Jon Stephens
TAXI KICK;09/07/2005 16:00:16;17/07/2005 17:56:16;DENNIS GILMAN;Mike Hillyer
DEER VIRGINIAN;09/07/2005 16:02:54;18/07/2005 10:44:54;FLORENCE WOODS;Mike Hillyer
STEERS ARMAGEDDON;09/07/2005 16:09:42;11/07/2005 15:20:42;BARRY LOVELACE;Mike Hillyer
MONSOON CAUSE;09/07/2005 16:10:25;18/07/2005 17:10:25;BETTY WHITE;Jon Stephens
CONFIDENTIAL INTERVIEW;09/07/2005 16:38:01;13/07/2005 18:02:01;MARY SMITH;Mike Hillyer
GIANT TROOPERS;09/07/2005 16:49:46;16/07/2005 19:05:46;LUIS YANEZ;Mike Hillyer
TRIP NEWTON;09/07/2005 16:54:06;10/07/2005 19:04:06;CLIFFORD BOWENS;Mike Hillyer
REDEMPTION COMFORTS;09/07/2005 16:59:23;10/07/2005 16:01:23;ALBERTO HENNING;Jon Stephens
TOWN ARK;09/07/2005 17:01:08;11/07/2005 19:22:08;CURTIS IRBY;Jon Stephens
MALKOVICH PET;09/07/2005 17:13:23;14/07/2005 18:11:23;SUSAN WILSON;Jon Stephens
ARABIA DOGMA;09/07/2005 17:27:05;10/07/2005 15:51:05;SUE PETERS;Jon Stephens
PELICAN COMFORTS;09/07/2005 17:28:18;11/07/2005 14:30:18;ROGER QUINTANILLA;Jon Stephens
MADNESS ATTACKS;09/07/2005 17:29:01;14/07/2005 12:47:01;BECKY MILES;Jon Stephens
HUSTLER PARTY;09/07/2005 18:15:32;17/07/2005 23:32:32;DIANNE SHELTON;Jon Stephens
CONEHEADS SMOOCHY;09/07/2005 18:47:48;14/07/2005 14:39:48;FRANCIS SIKES;Jon Stephens
GREASE YOUTH;09/07/2005 18:54:08;17/07/2005 22:01:08;RITA GRAHAM;Mike Hillyer
ALLEY EVOLUTION;09/07/2005 19:12:57;14/07/2005 15:44:57;KIRK STCLAIR;Mike Hillyer
VANISHED GARDEN;09/07/2005 19:18:11;16/07/2005 18:50:11;ROSA REYNOLDS;Jon Stephens
STORM HAPPINESS;09/07/2005 19:25:45;17/07/2005 13:31:45;ROBERTO VU;Mike Hillyer
WANDA CHAMBER;09/07/2005 19:43:51;17/07/2005 0:11:51;JEANETTE GREENE;Mike Hillyer
BREAKFAST GOLDFINGER;09/07/2005 19:59:10;11/07/2005 23:21:10;CHRISTINE ROBERTS;Jon Stephens
SLEEPY JAPANESE;09/07/2005 20:10:43;13/07/2005 15:16:43;MARCIA DEAN;Mike Hillyer
EXCITEMENT EVE;09/07/2005 20:13:23;11/07/2005 22:05:23;KEN PREWITT;Jon Stephens
PREJUDICE OLEANDER;09/07/2005 20:16:51;18/07/2005 22:19:51;CLARA SHAW;Mike Hillyer
VANISHED GARDEN;09/07/2005 20:23:38;16/07/2005 1:17:38;DAVID ROYAL;Jon Stephens
PRIMARY GLASS;09/07/2005 20:23:52;18/07/2005 18:40:52;LLOYD DOWD;Mike Hillyer
HYSTERICAL GRAIL;09/07/2005 20:28:42;10/07/2005 19:23:42;SALLY PIERCE;Jon Stephens
SENSIBILITY REAR;09/07/2005 20:34:09;14/07/2005 0:36:09;JENNIE TERRY;Jon Stephens
SLING LUKE;09/07/2005 20:59:09;12/07/2005 0:05:09;THERESA WATSON;Jon Stephens
LUCKY FLYING;09/07/2005 21:14:03;18/07/2005 1:33:03;DAWN SULLIVAN;Mike Hillyer
MUSIC BOONDOCK;09/07/2005 21:21:11;10/07/2005 21:16:11;GINA WILLIAMSON;Mike Hillyer
MODEL FISH;09/07/2005 21:22:00;10/07/2005 21:18:00;JOE GILLILAND;Jon Stephens
SPIRIT FLINTSTONES;09/07/2005 21:25:20;15/07/2005 3:12:20;RAYMOND MCWHORTER;Jon Stephens
OCTOBER SUBMARINE;09/07/2005 21:28:07;18/07/2005 21:16:07;PRISCILLA LOWE;Jon Stephens
OUTFIELD MASSACRE;09/07/2005 21:56:09;16/07/2005 0:33:09;RHONDA KENNEDY;Jon Stephens
MURDER ANTITRUST;09/07/2005 21:59:55;11/07/2005 1:45:55;ALEX GRESHAM;Jon Stephens
MALLRATS UNITED;09/07/2005 22:09:28;18/07/2005 20:03:28;JORGE OLIVARES;Jon Stephens
CHEAPER CLYDE;09/07/2005 22:11:14;15/07/2005 21:08:14;DARRELL POWER;Jon Stephens
SATURDAY LAMBS;09/07/2005 22:22:10;11/07/2005 2:43:10;DEBRA NELSON;Mike Hillyer
GUN BONNIE;09/07/2005 22:24:11;19/07/2005 4:08:11;CONNIE WALLACE;Mike Hillyer
REAP UNFAITHFUL;09/07/2005 23:10:49;18/07/2005 4:30:49;TIMOTHY BUNN;Mike Hillyer
TIGHTS DAWN;09/07/2005 23:11:52;13/07/2005 2:08:52;RYAN SALISBURY;Jon Stephens
CREEPERS KANE;09/07/2005 23:16:40;10/07/2005 18:43:40;LORRAINE STEPHENS;Jon Stephens
CRAFT OUTFIELD;09/07/2005 23:49:07;12/07/2005 0:15:07;TOM MILNER;Mike Hillyer
STRICTLY SCARFACE;09/07/2005 23:55:25;14/07/2005 4:08:25;AUDREY RAY;Mike Hillyer
DRIFTER COMMANDMENTS;10/07/2005 0:01:50;10/07/2005 20:43:50;PETER MENARD;Mike Hillyer
KWAI HOMEWARD;10/07/2005 0:07:03;15/07/2005 19:52:03;SAM MCDUFFIE;Mike Hillyer
PEAK FOREVER;10/07/2005 0:09:11;14/07/2005 21:23:11;ADAM GOOCH;Mike Hillyer
SMOKING BARBARELLA;10/07/2005 0:34:15;11/07/2005 21:44:15;LYDIA BURKE;Mike Hillyer
PAJAMA JAWBREAKER;10/07/2005 0:50:01;16/07/2005 19:07:01;CARL ARTIS;Mike Hillyer
DRIFTER COMMANDMENTS;10/07/2005 0:54:46;16/07/2005 5:10:46;CRYSTAL FORD;Mike Hillyer
MARS ROMAN;10/07/2005 1:05:41;11/07/2005 2:05:41;GERALD FULTZ;Jon Stephens
SPEAKEASY DATE;10/07/2005 1:12:44;13/07/2005 0:39:44;DEBRA NELSON;Mike Hillyer
JERICHO MULAN;10/07/2005 1:47:55;18/07/2005 22:25:55;ETHEL WEBB;Mike Hillyer
SHEPHERD MIDSUMMER;10/07/2005 1:49:24;14/07/2005 22:55:24;TODD TAN;Mike Hillyer
GUN BONNIE;10/07/2005 2:35:41;13/07/2005 7:11:41;MAXINE SILVA;Jon Stephens
EARRING INSTINCT;10/07/2005 2:44:27;13/07/2005 4:13:27;JUANITA MASON;Jon Stephens
PACKER MADIGAN;10/07/2005 2:56:45;13/07/2005 1:33:45;EDWARD BAUGH;Jon Stephens
NOVOCAINE FLIGHT;10/07/2005 3:01:19;13/07/2005 6:53:19;SHIRLEY ALLEN;Jon Stephens
GOLDMINE TYCOON;10/07/2005 3:03:35;14/07/2005 7:49:35;JENNIFER DAVIS;Jon Stephens
TIGHTS DAWN;10/07/2005 3:03:38;17/07/2005 0:00:38;MATTIE HOFFMAN;Jon Stephens
SHIP WONDERLAND;10/07/2005 3:17:42;12/07/2005 3:26:42;JOHN FARNSWORTH;Mike Hillyer
EXPRESS LONELY;10/07/2005 3:30:17;13/07/2005 6:32:17;SHEILA WELLS;Mike Hillyer
GENTLEMEN STAGE;10/07/2005 3:36:46;15/07/2005 23:22:46;JOANNE ROBERTSON;Jon Stephens
DRAGON SQUAD;10/07/2005 3:36:56;11/07/2005 8:35:56;KYLE SPURLOCK;Jon Stephens
NETWORK PEAK;10/07/2005 3:38:32;16/07/2005 0:02:32;JUDY GRAY;Jon Stephens
MOON BUNCH;10/07/2005 3:49:00;14/07/2005 1:25:00;LLOYD DOWD;Mike Hillyer
KRAMER CHOCOLATE;10/07/2005 3:55:50;12/07/2005 8:40:50;FLORENCE WOODS;Mike Hillyer
MOVIE SHAKESPEARE;10/07/2005 4:05:49;18/07/2005 22:36:49;ROLAND SOUTH;Jon Stephens
WHALE BIKINI;10/07/2005 4:23:11;19/07/2005 9:03:11;DALE RATCLIFF;Mike Hillyer
LUKE MUMMY;10/07/2005 4:26:13;19/07/2005 2:32:13;DELORES HANSEN;Jon Stephens
BEAR GRACELAND;10/07/2005 4:33:45;16/07/2005 4:04:45;SIDNEY BURLESON;Mike Hillyer
PERSONAL LADYBUGS;10/07/2005 4:56:55;11/07/2005 0:14:55;CHESTER BENNER;Mike Hillyer
SLUMS DUCK;10/07/2005 5:05:00;12/07/2005 8:04:00;LORI WOOD;Mike Hillyer
GUN BONNIE;10/07/2005 5:39:37;15/07/2005 0:48:37;ALBERTO HENNING;Jon Stephens
GREEK EVERYONE;10/07/2005 5:44:02;12/07/2005 0:03:02;GRACE ELLIS;Jon Stephens
PATTON INTERVIEW;10/07/2005 5:49:35;15/07/2005 8:05:35;ALAN KAHN;Mike Hillyer
TELEMARK HEARTBREAKERS;10/07/2005 5:56:40;17/07/2005 11:13:40;WANDA PATTERSON;Mike Hillyer
BORROWERS BEDAZZLED;10/07/2005 6:02:25;16/07/2005 7:33:25;KELLY KNOTT;Mike Hillyer
DRIVER ANNIE;10/07/2005 6:08:14;14/07/2005 3:37:14;CLINTON BUFORD;Jon Stephens
FISH OPUS;10/07/2005 6:28:39;17/07/2005 8:35:39;DELORES HANSEN;Jon Stephens
TOMORROW HUSTLER;10/07/2005 6:31:24;13/07/2005 2:36:24;PATRICIA JOHNSON;Mike Hillyer
WESTWARD SEABISCUIT;10/07/2005 6:31:37;17/07/2005 1:16:37;JANET PHILLIPS;Mike Hillyer
FREDDY STORM;10/07/2005 6:32:49;13/07/2005 4:32:49;IVAN CROMWELL;Jon Stephens
GANDHI KWAI;10/07/2005 6:58:21;18/07/2005 4:19:21;ANDREW PURDY;Jon Stephens
MYSTIC TRUMAN;10/07/2005 7:17:01;15/07/2005 11:59:01;DEREK BLAKELY;Mike Hillyer
DALMATIONS SWEDEN;10/07/2005 7:21:27;16/07/2005 1:58:27;CYNTHIA YOUNG;Mike Hillyer
TOWERS HURRICANE;10/07/2005 7:31:07;15/07/2005 4:44:07;JILL HAWKINS;Mike Hillyer
VIRTUAL SPOILERS;10/07/2005 7:33:43;18/07/2005 1:55:43;MILTON HOWLAND;Jon Stephens
DUDE BLINDNESS;10/07/2005 8:12:53;11/07/2005 5:48:53;MATTHEW MAHAN;Jon Stephens
INSIDER ARIZONA;10/07/2005 8:31:06;17/07/2005 11:48:06;RANDY GAITHER;Mike Hillyer
WAGON JAWS;10/07/2005 8:42:42;19/07/2005 3:48:42;DIANA ALEXANDER;Mike Hillyer
BOOGIE AMELIE;10/07/2005 8:44:02;14/07/2005 5:30:02;HAZEL WARREN;Mike Hillyer
TRAP GUYS;10/07/2005 8:48:39;18/07/2005 7:17:39;DIANE COLLINS;Mike Hillyer
WEST LION;10/07/2005 8:52:13;19/07/2005 10:25:13;MIRIAM MCKINNEY;Mike Hillyer
CLOCKWORK PARADISE;10/07/2005 9:06:03;11/07/2005 10:59:03;ROLAND SOUTH;Jon Stephens
INVASION CYCLONE;10/07/2005 9:07:19;16/07/2005 11:17:19;ROY WHITING;Jon Stephens
PAYCHECK WAIT;10/07/2005 9:16:08;15/07/2005 9:44:08;WADE DELVALLE;Mike Hillyer
SEA VIRGIN;10/07/2005 9:29:49;16/07/2005 13:37:49;LEO EBERT;Mike Hillyer
ALAMO VIDEOTAPE;10/07/2005 9:32:22;15/07/2005 15:20:22;VIOLA HANSON;Jon Stephens
DATE SPEED;10/07/2005 9:48:04;17/07/2005 9:07:04;STACEY MONTGOMERY;Mike Hillyer
CLUB GRAFFITI;10/07/2005 10:31:52;12/07/2005 10:47:52;MICHAEL SILVERMAN;Mike Hillyer
SMOOCHY CONTROL;10/07/2005 11:03:20;19/07/2005 15:38:20;SHARON ROBINSON;Jon Stephens
ODDS BOOGIE;10/07/2005 11:10:04;12/07/2005 16:31:04;ARMANDO GRUBER;Jon Stephens
CENTER DINOSAUR;10/07/2005 11:14:48;11/07/2005 15:46:48;ANNA HILL;Jon Stephens
HELLFIGHTERS SIERRA;10/07/2005 11:28:32;11/07/2005 11:45:32;ROBERT BAUGHMAN;Jon Stephens
BORROWERS BEDAZZLED;10/07/2005 11:37:28;16/07/2005 11:10:28;CLIFFORD BOWENS;Mike Hillyer
ALABAMA DEVIL;10/07/2005 12:10:11;19/07/2005 6:56:11;RICHARD MCCRARY;Mike Hillyer
PHILADELPHIA WIFE;10/07/2005 12:15:12;16/07/2005 7:02:12;KATHRYN COLEMAN;Mike Hillyer
BOOGIE AMELIE;10/07/2005 12:25:11;11/07/2005 15:23:11;ZACHARY HITE;Mike Hillyer
SIDE ARK;10/07/2005 12:29:43;17/07/2005 12:50:43;MARCUS HIDALGO;Jon Stephens
MUMMY CREATURES;10/07/2005 12:38:56;19/07/2005 17:02:56;PATRICIA JOHNSON;Mike Hillyer
HANKY OCTOBER;10/07/2005 12:40:17;12/07/2005 14:02:17;PEGGY MYERS;Mike Hillyer
GRIT CLOCKWORK;10/07/2005 12:45:36;13/07/2005 10:05:36;BECKY MILES;Jon Stephens
COLDBLOODED DARLING;10/07/2005 12:58:12;14/07/2005 8:52:12;JIMMY SCHRADER;Mike Hillyer
BIRDS PERDITION;10/07/2005 13:15:26;15/07/2005 9:42:26;ALMA AUSTIN;Mike Hillyer
TENENBAUMS COMMAND;10/07/2005 13:17:58;11/07/2005 11:32:58;DEBBIE REYES;Mike Hillyer
SHRUNK DIVINE;10/07/2005 13:27:40;17/07/2005 8:24:40;MICHELLE CLARK;Mike Hillyer
REEF SALUTE;10/07/2005 13:31:09;15/07/2005 8:21:09;STACY CUNNINGHAM;Jon Stephens
PRIX UNDEFEATED;10/07/2005 13:49:30;11/07/2005 12:11:30;SALLY PIERCE;Jon Stephens
RIVER OUTLAW;10/07/2005 13:55:33;16/07/2005 12:13:33;PHILLIP HOLM;Mike Hillyer
DRUMLINE CYCLONE;10/07/2005 14:34:53;17/07/2005 11:50:53;ELSIE KELLEY;Jon Stephens
HEARTBREAKERS BRIGHT;10/07/2005 14:43:52;13/07/2005 16:12:52;ERNEST STEPP;Jon Stephens
SCARFACE BANG;10/07/2005 14:59:05;14/07/2005 17:55:05;ALEXANDER FENNELL;Jon Stephens
IMAGE PRINCESS;10/07/2005 15:16:30;11/07/2005 14:02:30;ROBERT BAUGHMAN;Jon Stephens
SWEETHEARTS SUSPECTS;10/07/2005 15:27:04;12/07/2005 17:20:04;MARIO CHEATHAM;Mike Hillyer
GREEDY ROOTS;10/07/2005 15:48:47;13/07/2005 11:51:47;VICTOR BARKLEY;Jon Stephens
RUSHMORE MERMAID;10/07/2005 15:56:20;12/07/2005 19:59:20;RYAN SALISBURY;Jon Stephens
APACHE DIVINE;10/07/2005 16:07:16;14/07/2005 19:48:16;MICHAEL SILVERMAN;Mike Hillyer
HEARTBREAKERS BRIGHT;10/07/2005 16:19:52;11/07/2005 12:33:52;VERNON CHAPA;Jon Stephens
CONTACT ANONYMOUS;10/07/2005 16:34:02;11/07/2005 14:27:02;CHRISTINE ROBERTS;Jon Stephens
LIES TREATMENT;10/07/2005 16:34:48;17/07/2005 17:25:48;ASHLEY RICHARDSON;Mike Hillyer
ALONE TRIP;10/07/2005 16:44:12;14/07/2005 11:34:12;RALPH MADRIGAL;Jon Stephens
CONFIDENTIAL INTERVIEW;10/07/2005 16:44:58;17/07/2005 16:03:58;LISA ANDERSON;Jon Stephens
ANTHEM LUKE;10/07/2005 17:11:37;14/07/2005 21:43:37;STELLA MORENO;Mike Hillyer
SUGAR WONKA;10/07/2005 17:40:47;11/07/2005 19:24:47;BEN EASTER;Jon Stephens
OPUS ICE;10/07/2005 18:00:07;11/07/2005 20:01:07;MARSHA DOUGLAS;Jon Stephens
BEAST HUNCHBACK;10/07/2005 18:54:05;19/07/2005 15:41:05;BENJAMIN VARNEY;Mike Hillyer
POTLUCK MIXED;10/07/2005 19:02:10;14/07/2005 19:13:10;JUSTIN NGO;Jon Stephens
STEEL SANTA;10/07/2005 19:12:47;16/07/2005 16:32:47;RAY HOULE;Mike Hillyer
BLADE POLISH;10/07/2005 19:14:58;17/07/2005 1:13:58;MAURICE CRAWLEY;Mike Hillyer
BANG KWAI;10/07/2005 19:19:43;12/07/2005 20:11:43;DEBORAH WALKER;Mike Hillyer
DALMATIONS SWEDEN;10/07/2005 19:31:38;11/07/2005 20:30:38;GENE SANBORN;Mike Hillyer
VOLCANO TEXAS;10/07/2005 20:01:17;12/07/2005 0:15:17;VIVIAN RUIZ;Mike Hillyer
CLUB GRAFFITI;10/07/2005 20:15:56;12/07/2005 0:39:56;KEITH RICO;Mike Hillyer
DONNIE ALLEY;10/07/2005 20:21:54;17/07/2005 0:26:54;CHAD CARBONE;Mike Hillyer
ALONE TRIP;10/07/2005 20:22:12;19/07/2005 16:43:12;LORRAINE STEPHENS;Jon Stephens
BIRDS PERDITION;10/07/2005 20:39:44;13/07/2005 17:57:44;JAMIE WAUGH;Jon Stephens
STORY SIDE;10/07/2005 20:41:09;19/07/2005 14:49:09;DOROTHY TAYLOR;Mike Hillyer
DIRTY ACE;10/07/2005 20:51:34;19/07/2005 14:54:34;JEROME KENYON;Mike Hillyer
LOVERBOY ATTACKS;10/07/2005 21:12:16;15/07/2005 16:59:16;JANICE WARD;Jon Stephens
STREETCAR INTENTIONS;10/07/2005 21:35:12;18/07/2005 19:59:12;MARIA MILLER;Mike Hillyer
FATAL HAUNTED;10/07/2005 21:36:53;16/07/2005 2:51:53;PENNY NEAL;Mike Hillyer
LAMBS CINCINATTI;10/07/2005 21:59:32;11/07/2005 18:40:32;MAXINE SILVA;Jon Stephens
BUTTERFLY CHOCOLAT;10/07/2005 22:40:47;17/07/2005 0:19:47;CHRISTINE ROBERTS;Jon Stephens
NORTH TEQUILA;10/07/2005 22:47:17;17/07/2005 1:54:17;EDWARD BAUGH;Jon Stephens
